Tiêu đề,Diện tích(m2),Số phòng ngủ,Số phòng WC,Thời gian đăng,Tỉnh/Thành,Quận/Huyện,Hướng nhà,Hướng ban công,Loại nhà,Giá,Link
"Bán nhà đẹp Ở ngay 3 tầng, ngang 4m - HXH giáp Hòa Bình Tân Phú - Nhỉnh 3 tỷ TL",40.0,,,27/09/2023,TP Hồ Chí Minh,Bình Tân,,,Bán Nhà riêng,3.0,https://batdongsan.vn/ban-nha-dep-o-ngay-3-tang-ngang-4m-hxh-giap-hoa-binh-tan-phu-nhinh-3-ty-tl-r279200
"Bán nhà phố Chính Kinh, Thanh Xuân 48m, 3 tầng. Giá: 4.2 tỷ",48.0,3.0,,27/09/2023,Hà Nội,Thanh Xuân,,,Bán Nhà riêng,4.2,https://batdongsan.vn/ban-nha-pho-chinh-kinh-thanh-xuan-48m-3-tang-gia-42-ty-r279198
"Bán nhà ngõ Văn Hương - Tôn Đức Thắng 64m, 3 tầng. Giá: 5 tỷ",64.0,3.0,,27/09/2023,Hà Nội,Đống Đa,,,Bán Nhà riêng,5.0,https://batdongsan.vn/ban-nha-ngo-van-huong-ton-duc-thang-64m-3-tang-gia-5-ty-r279195
"Dãy trọ HẺM XE TẢI Tân Thới Nhất, SHR, 94m2_3.95 tỷ",94.0,10.0,10.0,27/09/2023,TP Hồ Chí Minh,Quận 12,,,Bán Nhà riêng,3.95,https://batdongsan.vn/day-tro-hem-xe-tai-tan-thoi-nhat-shr-94m2-395-ty-r279194
"Dãy trọ HẺM XE TẢI Tân Thới Nhất, SHR, 94m2_3.95 tỷ",94.0,10.0,10.0,27/09/2023,TP Hồ Chí Minh,Quận 12,,,Bán Nhà riêng,3.95,https://batdongsan.vn/day-tro-hem-xe-tai-tan-thoi-nhat-shr-94m2-395-ty-r279193
[Tân Bình] 3.8x15m hẻm Tứ Hải cực rẻ chỉ 3ty7,52.0,2.0,2.0,27/09/2023,TP Hồ Chí Minh,Tân Bình,Hướng nhà: Nam,,Bán Nhà riêng,,https://batdongsan.vn/tan-binh-38x15m-hem-tu-hai-cuc-re-chi-3ty7-r279189
"Bình Tân, Nhà 4 Tầng Ngang 8m-hẻm ôtô-Đ.Lê Văn Quới-BHH A-Bình Tân",108.0,5.0,4.0,27/09/2023,TP Hồ Chí Minh,Bình Tân,Hướng nhà: Đông,Hướng ban công: Đông,Bán Nhà riêng,7.28,https://batdongsan.vn/binh-tan-nha-4-tang-ngang-8m-hem-oto-dle-van-quoi-bhh-a-binh-tan-r279184
"Nhà ở liền, đối diện Chợ Tân Bình, gần Nhà Thờ Phú Trung, 3.5 tỷ",34.0,2.0,2.0,27/09/2023,TP Hồ Chí Minh,Tân Bình,,,Bán Nhà riêng,3.5,https://batdongsan.vn/nha-o-lien-doi-dien-cho-tan-binh-gan-nha-tho-phu-trung-35-ty-r279180
Mở bán Nhà Phố Thương Mại 4 tầng CELESTA AVENUE - KEPPEL LAND,196.0,4.0,4.0,27/09/2023,TP Hồ Chí Minh,Nhà Bè,Hướng nhà: Đông-Nam,Hướng ban công: Tây-Bắc,Bán Nhà mặt phố,31.0,https://batdongsan.vn/mo-ban-nha-pho-thuong-mai-4-tang-celesta-avenue-keppel-land-r279177
Bán nhà Bàu Cát-Ngang 4.4m-100m2-khu vực dân trí cao-an ninh chỉ 4 tỷ,100.0,,,27/09/2023,TP Hồ Chí Minh,Tân Bình,,,Bán Nhà riêng,4.05,https://batdongsan.vn/ban-nha-bau-cat-ngang-44m-100m2-khu-vuc-dan-tri-cao-an-ninh-chi-4-ty-r279176
Bán nhà mới 2 lầu 2 mặt hẻm đường Dạ Nam Phường 2 Quận 8,44.0,,,27/09/2023,TP Hồ Chí Minh,Quận 8,,,Bán Nhà riêng,4.9,https://batdongsan.vn/ban-nha-moi-2-lau-2-mat-hem-duong-da-nam-phuong-2-quan-8-r279175
"Bán nhà liên kề Sài Đồng, Long Biên, 98m x 4 tầng, MT 6.3m, phân lô, ô tô tránh, 10 tỷ 5",98.0,6.0,,27/09/2023,Hà Nội,Long Biên,,,Bán Nhà riêng,10.5,https://batdongsan.vn/ban-nha-lien-ke-sai-dong-long-bien-98m-x-4-tang-mt-63m-phan-lo-o-to-tranh-10-ty-5-r279173
Chủ Đi đinh cư Võ Văn Ngân- Linh Chiểu 4PN 2 Lầu nhà mới ở liền được nhà mới chỉ 5.5 tỷ quá rẻ bèo khu VIP Ở LIỀN,109.0,4.0,2.0,27/09/2023,TP Hồ Chí Minh,Thủ Đức,,,Bán Nhà riêng,5500000.0,https://batdongsan.vn/chu-di-dinh-cu-vo-van-ngan-linh-chieu-4pn-2-lau-nha-moi-o-lien-duoc-nha-moi-chi-55-ty-qua-re-beo-khu-vip-o-lien-r279169
Chủ Đi đinh cư Võ Văn Ngân- Linh Chiểu 4PN 2 Lầu nhà mới ở liền được nhà mới chỉ 5.5 tỷ quá rẻ bèo khu VIP Ở LIỀN,109.0,4.0,2.0,27/09/2023,TP Hồ Chí Minh,Thủ Đức,,,Bán Nhà riêng,5500000.0,https://batdongsan.vn/chu-di-dinh-cu-vo-van-ngan-linh-chieu-4pn-2-lau-nha-moi-o-lien-duoc-nha-moi-chi-55-ty-qua-re-beo-khu-vip-o-lien-r279168
"Siêu hot Đường 6 Linh Tây giá chốt trong tuần 4,5X13M, 4PN giá chỉ 5.3 tỷ sổ sẵn,Hẽm xe hơi đậu tận cửa.",58.0,4.0,3.0,27/09/2023,TP Hồ Chí Minh,Thủ Đức,,,Bán Nhà riêng,5300000.0,https://batdongsan.vn/sieu-hot-duong-6-linh-tay-gia-chot-trong-tuan-45x13m-4pn-gia-chi-53-ty-so-sanhem-xe-hoi-dau-tan-cua-r279165
"31m2 Trung Mỹ Tây, nở hậu, gần chợ, Tô Ký, SHR không quy hoạch, 2 tỷ5",31.0,2.0,2.0,27/09/2023,TP Hồ Chí Minh,Quận 12,,,Bán Nhà riêng,2.5,https://batdongsan.vn/31m2-trung-my-tay-no-hau-gan-cho-to-ky-shr-khong-quy-hoach-2-ty5-r279163
"????HIẾM, BÁN NHÀ, YÊN HÒA- CẦU GIẤY, VIEW HỒ . 6 TẦNG, TẶNG FUN NỘI THẤT GỖ CAO CẤP. HƠN 5 tỷ",40.0,6.0,,27/09/2023,Hà Nội,Cầu Giấy,,,Bán Nhà riêng,,https://batdongsan.vn/hiem-ban-nha-yen-hoa-cau-giay-view-ho-6-tang-tang-fun-noi-that-g-cao-cap-hon-5-ty-r279155
"Gò Vấp - Chính chủ cần bán nhà 2 tầng, 4 pn, giá 5tỷ8 thương lượng",31.0,4.0,2.0,27/09/2023,TP Hồ Chí Minh,Gò Vấp,,,Bán Nhà riêng,5.8,https://batdongsan.vn/go-vap-chinh-chu-can-ban-nha-2-tang-4-pn-gia-5ty8-thuong-luong-r279153
"bán nhà giá rẻ , diện tích 150m2 , giá dưới 1 tỷ , đông hà - tỉnh quảng trị - 0944858127",147.0,1.0,1.0,27/09/2023,Quảng Trị,Đông Hà,Hướng nhà: Đông-Nam,Hướng ban công: Đông-Nam,Bán Nhà riêng,1.0,https://batdongsan.vn/ban-nha-gia-re-dien-tich-150m2-gia-duoi-1-ty-dong-ha-tinh-quang-tri-0944858127-r279151
"Bán nhà 2MT HXH đường AO ĐÔI, DT: 4x15.5m, 1 lầu, giá: 3.75 tỷ TL Liên Hệ Ngay",62.0,,,27/09/2023,TP Hồ Chí Minh,Bình Tân,,,Bán Nhà riêng,3.75,https://batdongsan.vn/ban-nha-2mt-hxh-duong-ao-doi-dt-4x155m-1-lau-gia-375-ty-tl-lien-he-ngay-r279150
"Bán nhà phố Hào Nam, Đống Đa, kinh doanh nhỏ, ở ngay 5 tầng 39m2 giá 5.35 tỷ",39.0,6.0,5.0,27/09/2023,Hà Nội,Đống Đa,,,Bán Nhà riêng,5.35,https://batdongsan.vn/ban-nha-pho-hao-nam-dong-da-kinh-doanh-nho-o-ngay-5-tang-39m2-gia-535-ty-r279146
"BÁN NHÀ HẺM XE TẢI TRẦN QUANG CƠ, TÂN PHÚ - 80M (4.4x18) A4 - 2 TẦNG BTCT - CHỈ 5.x TỶ",80.0,3.0,3.0,27/09/2023,TP Hồ Chí Minh,Tân Phú,,,Bán Nhà riêng,5.3,https://batdongsan.vn/ban-nha-hem-xe-tai-tran-quang-co-tan-phu-80m-44x18-a4-2-tang-btct-chi-5x-ty-r279145
"BÁN NHÀ 2 TẦNG KIỆT Ô TÔ HÙNG VƯƠNG, TP HUẾ",69.0,3.0,2.0,27/09/2023,Thừa Thiên Huế,Huế,,,Bán Nhà riêng,,https://batdongsan.vn/ban-nha-2-tang-kiet-o-to-hung-vuong-tp-hue-r279142
BÁN NHÀ 2.7ty.NGAY MAN THIỆN.1T+ 1L.SỔ RIÊNG HOÀN CÔNG ĐỦ,36.0,3.0,2.0,27/09/2023,TP Hồ Chí Minh,Quận 9,,,Bán Nhà riêng,2.7,https://batdongsan.vn/ban-nha-27tyngay-man-thien1t-1lso-rieng-hoan-cong-du-r279132
Bán nhà mới 2 lầu gần mặt tiền đường Chánh Hưng Phường 9 Quận 8,44.0,,,25/09/2023,TP Hồ Chí Minh,Quận 8,,,Bán Nhà riêng,5.7,https://batdongsan.vn/ban-nha-moi-2-lau-gan-mat-tien-duong-chanh-hung-phuong-9-quan-8-r279131
Bán nhà mới 2 lầu hẻm 4m đường Tám Danh Phường 4 Quận 8 - LH: 0933862860 Sương,36.0,,,25/09/2023,TP Hồ Chí Minh,Quận 8,,,Bán Nhà riêng,4.6,https://batdongsan.vn/ban-nha-moi-2-lau-hem-4m-duong-tam-danh-phuong-4-quan-8-lh-0933862860-suong-r279128
"BÁN NHÀ BÌNH THẠNH, LÊ QUANG ĐỊNH 48M2, 4TẦNG, CHỈ 5.2 TỶ.",48.0,4.0,4.0,25/09/2023,TP Hồ Chí Minh,Bình Thạnh,,,Bán Nhà riêng,0.0052,https://batdongsan.vn/ban-nha-binh-thanh-le-quang-dinh-48m2-4tang-chi-52-ty-r279124
"Nhà đẹp mới 5tầng 4x18m, Vip ôtô đậu nhà-Gần mt Lê Văn Quới-Bình tân",76.0,5.0,4.0,25/09/2023,TP Hồ Chí Minh,Bình Tân,Hướng nhà: Tây,Hướng ban công: Tây,Bán Nhà riêng,5.88,https://batdongsan.vn/nha-dep-moi-5tang-4x18m-vip-oto-dau-nha-gan-mt-le-van-quoi-binh-tan-r279123
"Nhà đẹp mới 5tầng 4x18m, Vip ôtô đậu nhà-Gần mt Lê Văn Quới-Bình tân",76.0,5.0,4.0,25/09/2023,TP Hồ Chí Minh,Bình Tân,Hướng nhà: Tây,Hướng ban công: Tây,Bán Nhà riêng,5.88,https://batdongsan.vn/nha-dep-moi-5tang-4x18m-vip-oto-dau-nha-gan-mt-le-van-quoi-binh-tan-r279122
"MẶT TIỀN ÂU CƠ - NHÀ C4 CŨ TIỆN XÂY MỚI - VỈA HÈ 5M - KINH DOANH SẦM UẤT 80M2 - 4x20 - CHÍNH CHỦ LÂU ĐỜI - GIẢM CÒN 15,3 TỶ",80.0,2.0,2.0,25/09/2023,TP Hồ Chí Minh,Tân Bình,,,Bán Nhà mặt phố,15000000000.0,https://batdongsan.vn/mat-tien-au-co-nha-c4-cu-tien-xay-moi-via-he-5m-kinh-doanh-sam-uat-80m2-4x20-chinh-chu-lau-doi-giam-con-153-ty-r279121
Bán nhà quận Gò Vấp 41m2 2p ra ngã 5 chuồng chó hẽm xe hơi.,,,,26/09/2023,TP Hồ Chí Minh,Gò Vấp,,,Bán Nhà riêng,,https://batdongsan.vn/ban-nha-quan-go-vap-41m2-2p-ra-nga-5-chuong-cho-hem-xe-hoi-r279111
"Bán nhà phố Thịnh Quang, Đống Đa gần phố, ở ngay 5 tầng 35m2 giá 5.55 tỷ",35.0,3.0,4.0,26/09/2023,Hà Nội,Đống Đa,,,Bán Nhà riêng,5.55,https://batdongsan.vn/ban-nha-pho-thinh-quang-dong-da-gan-pho-o-ngay-5-tang-35m2-gia-555-ty-r279108
"NHÀ SÁT HẺM ÔTÔ 6M TRUNG TÂM PHƯỜNG 21, BÌNH THẠNH, 2 TẦNG BTCT, 85M2, 6.x TỶ",85.0,4.0,3.0,26/09/2023,TP Hồ Chí Minh,Bình Thạnh,,,Bán Nhà riêng,6.5,https://batdongsan.vn/nha-sat-hem-oto-6m-trung-tam-phuong-21-binh-thanh-2-tang-btct-85m2-6x-ty-r279107
"Biệt thự 2 Mặt Tiền đẹp nhất Khu Bên Sông Hiệp Bình Chánh: 14mx18m, dtsd 600 m²",252.0,5.0,5.0,26/09/2023,TP Hồ Chí Minh,Thủ Đức,,,Bán Nhà mặt phố,42.0,https://batdongsan.vn/biet-thu-2-mat-tien-dep-nhat-khu-ben-song-hiep-binh-chanh-14mx18m-dtsd-600-m-r279106
Bán nhà mới 3 lầu mặt tiền kinh doanh đường Bông Sao Phường 5 Quận 8,88.0,,,26/09/2023,TP Hồ Chí Minh,Quận 8,,,Bán Nhà mặt phố,15.2,https://batdongsan.vn/ban-nha-moi-3-lau-mat-tien-kinh-doanh-duong-bong-sao-phuong-5-quan-8-r279104
"Tân Phú kế Aeon, MTKD Vip, Đ. Tân Quý. Nhà 5 tầng 5x20m, giá rẻ",100.0,5.0,5.0,26/09/2023,TP Hồ Chí Minh,Tân Phú,Hướng nhà: Nam,Hướng ban công: Nam,Bán Nhà mặt phố,10.28,https://batdongsan.vn/tan-phu-ke-aeon-mtkd-vip-d-tan-quy-nha-5-tang-5x20m-gia-re-r279103
Hẻm xe hơi Thoại Ngọc Hầu - 71m2 - gần mặt tiền - nhà mới - giá nhỉnh 5 tỷ,71.0,,,26/09/2023,TP Hồ Chí Minh,Tân Phú,,,Bán Nhà riêng,5.35,https://batdongsan.vn/hem-xe-hoi-thoai-ngoc-hau-71m2-gan-mat-tien-nha-moi-gia-nhinh-5-ty-r279099
Hẻm xe hơi Thoại Ngọc Hầu - 71m2 - gần mặt tiền - nhà mới - giá nhỉnh 5 tỷ,71.0,,,26/09/2023,TP Hồ Chí Minh,Tân Phú,,,Bán Nhà riêng,5.35,https://batdongsan.vn/hem-xe-hoi-thoai-ngoc-hau-71m2-gan-mat-tien-nha-moi-gia-nhinh-5-ty-r279098
Cơ hội x2 tài sản – Shophouse gđ 2 Kđt HUD SƠN TÂY Giá chỉ 28tr/m2 đất LH: 096 187 3689,75.0,,,26/09/2023,Hà Nội,Sơn Tây,Hướng nhà: Đông-Nam,,Bán Nhà mặt phố,3.5,https://batdongsan.vn/co-hoi-x2-tai-san-shophouse-gd-2-kdt-hud-son-tay-gia-chi-28trm2-dat-lh-096-187-3689-r279097
"NHÀ RẺ P.10 TÂN BÌNH, 55M2, GIÁ 4,7 TỶ",55.0,2.0,2.0,26/09/2023,TP Hồ Chí Minh,Tân Bình,,,Bán Nhà riêng,4.7,https://batdongsan.vn/nha-re-p10-tan-binh-55m2-gia-47-ty-r279096
Tân Phú Sát CV Đầm Sen Hẻm Xe Hơi -71m2 Ngang 4.5m Nhỉnh 5ty,71.0,,,26/09/2023,TP Hồ Chí Minh,Tân Phú,,,Bán Nhà riêng,5.35,https://batdongsan.vn/tan-phu-sat-cv-dam-sen-hem-xe-hoi-71m2-ngang-45m-nhinh-5ty-r279095
"Mặ tiền Tân Hoà Đông-Nhà mới đẹp 4tầng -Kinh doanh-Bình Tân, Quận 6",88.0,4.0,3.0,26/09/2023,TP Hồ Chí Minh,Bình Tân,Hướng nhà: Nam,Hướng ban công: Nam,Bán Nhà mặt phố,10.28,https://batdongsan.vn/ma-tien-tan-hoa-dong-nha-moi-dep-4tang-kinh-doanh-binh-tan-quan-6-r279093
"Chủ nhà đang thở Oxy cần bán gấp 82m2 Phố Vọng, HBT với 6 tầng thang máy chào 22.9 tỷ.",82.0,4.0,5.0,26/09/2023,Hà Nội,Hai Bà Trưng,,,Bán Nhà mặt phố,22.9,https://batdongsan.vn/chu-nha-dang-tho-oxy-can-ban-gap-82m2-pho-vong-hbt-voi-6-tang-thang-may-chao-229-ty-r279092
"Bán nhà phố Phước Điền citizen, liền kề Thuận An , giá cực ưu đãi",65.0,2.0,3.0,26/09/2023,Bình Dương,Tân Uyên,,,Bán Nhà mặt phố,2.3,https://batdongsan.vn/ban-nha-pho-phuoc-dien-citizen-lien-ke-thuan-an-gia-cuc-uu-dai-r279087
"Bán nhà phố Phước Điền citizen, liền kề Thuận An , giá cực ưu đãi",65.0,2.0,3.0,26/09/2023,Bình Dương,Tân Uyên,,,Bán Nhà mặt phố,2.3,https://batdongsan.vn/ban-nha-pho-phuoc-dien-citizen-lien-ke-thuan-an-gia-cuc-uu-dai-r279086
"NHÀ 4 TẦNG AN DƯƠNG VƯƠNG, PHƯỜNG AN ĐÔNG, TP HUẾ",60.0,4.0,4.0,26/09/2023,Thừa Thiên Huế,Huế,Hướng nhà: Đông-Nam,,Bán Nhà riêng,,https://batdongsan.vn/nha-4-tang-an-duong-vuong-phuong-an-dong-tp-hue-r279083
"BÁN CĂN BIỆT THỰ MINI,NGAY KHU DU LỊCH BỬU LONG,SỔ THỔ CƯ,GIÁ 2,2TỶ",100.0,3.0,2.0,26/09/2023,Đồng Nai,Biên Hòa,,,Bán Nhà riêng,2.2,https://batdongsan.vn/ban-can-biet-thu-miningay-khu-du-lich-buu-longso-tho-cugia-22ty-r279080
Cho thuê nhà 1 trệt 2 lầu KDC PHÚC HIẾU (P.HIỆP HOÀ) chỉ 15tr/tháng,90.0,4.0,3.0,26/09/2023,Đồng Nai,Biên Hòa,,,Bán Nhà riêng,0.015,https://batdongsan.vn/cho-thue-nha-1-tret-2-lau-kdc-phuc-hieu-phiep-hoa-chi-15trthang-r279079
"Nhà ô tô đỗ cửa 4 tầng, cạnh Nhà Thiếu Nhi Quận Tân Bình, 5.5 tỷ",59.0,4.0,4.0,26/09/2023,TP Hồ Chí Minh,Tân Bình,,,Bán Nhà riêng,5.5,https://batdongsan.vn/nha-o-to-do-cua-4-tang-canh-nha-thieu-nhi-quan-tan-binh-55-ty-r279078
"Bán nhà MP gần Linh Đàm Hoàng Mai, Trung Tâm chợ, Kinh doanh sầm uất giá DT 84Mx4.5 giá 15.3 tỷ",84.0,1.0,1.0,26/09/2023,Hà Nội,Hoàng Mai,,,Bán Nhà mặt phố,15300000000.0,https://batdongsan.vn/ban-nha-mp-gan-linh-dam-hoang-mai-trung-tam-cho-kinh-doanh-sam-uat-gia-dt-84mx45-gia-153-ty-r279077
"Bán biệt thự 238m2 ngay thị trấn Trảng Bom chỉ 6,5 tỉ",238.0,4.0,3.0,26/09/2023,Đồng Nai,Trảng Bom,,,Bán Luxury home,6.5,https://batdongsan.vn/ban-biet-thu-238m2-ngay-thi-tran-trang-bom-chi-65-ti-r279076
"Bán nhà phố Minh Khai, Hai Bà Trưng, ô tô đỗ cửa, KD tốt, 3 tầng 39m2 giá 5.25 tỷ",39.0,2.0,2.0,26/09/2023,Hà Nội,Hai Bà Trưng,,,Bán Nhà riêng,5250.0,https://batdongsan.vn/ban-nha-pho-minh-khai-hai-ba-trung-o-to-do-cua-kd-tot-3-tang-39m2-gia-525-ty-r279073
"Hẻm Xe Tải Đổ Cửa Đường Nguyễn Xí Phường 13 Bình Thanh Ngang 4,2 x 13, 4 Tầng BTCT, 5.X Tỷ",53.0,4.0,4.0,26/09/2023,TP Hồ Chí Minh,Bình Thạnh,,,Bán Nhà riêng,5.8,https://batdongsan.vn/hem-xe-tai-do-cua-duong-nguyen-xi-phuong-13-binh-thanh-ngang-42-x-13-4-tang-btct-5x-ty-r279069
"Nhà Đất Phường Tân Hiệp TP Biên Hoà hẻm Kaiserin , Tường Vy, Arobi đối diện bệnh viện Đồng Nai",257.0,3.0,,26/09/2023,Đồng Nai,Biên Hòa,Hướng nhà: Tây-Bắc,,Bán Nhà riêng,7.65,https://batdongsan.vn/nha-dat-phuong-tan-hiep-tp-bien-hoa-hem-kaiserin-tuong-vy-arobi-doi-dien-benh-vien-dong-nai-r279061
Bán Gấp Nhà Mặt Tiền Hòa Hảo Khu Víp Quận 10-5 Tầng 43M2- 5PN- Gía 14 Tỷ,45.0,5.0,5.0,26/09/2023,TP Hồ Chí Minh,Quận 10,,,Bán Nhà mặt phố,14000000000.0,https://batdongsan.vn/ban-gap-nha-mat-tien-hoa-hao-khu-vip-quan-10-5-tang-43m2-5pn-gia-14-ty-r279059
"Bán nhà siêu phẩm vị trí mặt phố kinh doanh đẹp nhất phố Cự Lộc liền kề Royal City, 45m2 giá 8.9 tỷ",45.0,4.0,,26/09/2023,Hà Nội,Thanh Xuân,,,Bán Nhà mặt phố,8.9,https://batdongsan.vn/ban-nha-sieu-pham-vi-tri-mat-pho-kinh-doanh-dep-nhat-pho-cu-loc-lien-ke-royal-city-45m2-gia-89-ty-r279058
"Bán gấp nhà gần Cao Đằng Kinh Tế, 84m2 , 2 tầng , HXH, 1 căn ra mặt tiền",84.0,3.0,2.0,26/09/2023,TP Hồ Chí Minh,Quận 9,,,Bán Nhà riêng,5.0,https://batdongsan.vn/ban-gap-nha-gan-cao-dang-kinh-te-84m2-2-tang-hxh-1-can-ra-mat-tien-r279054
"BÁN NHÀ GẦN ĐƯỜNG 3/2, HẺM 4M, 4 TẦNG, 4.5X8M, QUẬN 10, CHỈ 5TỶ",37.0,4.0,2.0,26/09/2023,TP Hồ Chí Minh,Quận 10,,,Bán Nhà riêng,5.0,https://batdongsan.vn/ban-nha-gan-duong-32-hem-4m-4-tang-45x8m-quan-10-chi-5ty-r279053
Bán nhà đẹp giá tốt 60m2 giá 2.36 tỉ ngay ĐH Văn Lang Phường 13 Bình Thạnh có HĐ thuê 15tr/tháng,60.0,4.0,5.0,26/09/2023,TP Hồ Chí Minh,Bình Thạnh,,,Bán Nhà riêng,2360.0,https://batdongsan.vn/ban-nha-dep-gia-tot-60m2-gia-236-ti-ngay-dh-van-lang-phuong-13-binh-thanh-co-hd-thue-15trthang-r279052
Bán nhà đẹp giá tốt 60m2 giá 2.36 tỉ ngay ĐH Văn Lang Phường 13 Bình Thạnh có HĐ thuê 15tr/tháng,60.0,4.0,5.0,26/09/2023,TP Hồ Chí Minh,Bình Thạnh,,,Bán Nhà riêng,2360.0,https://batdongsan.vn/ban-nha-dep-gia-tot-60m2-gia-236-ti-ngay-dh-van-lang-phuong-13-binh-thanh-co-hd-thue-15trthang-r279051
"Nhà 2 tầng Phước Bình,40m2 ,3PN 2WC,HXH,tiện ích đầy đủ",40.0,3.0,2.0,26/09/2023,TP Hồ Chí Minh,Quận 9,,,Bán Nhà riêng,3.1,https://batdongsan.vn/nha-2-tang-phuoc-binh40m2-3pn-2wchxhtien-ich-day-du-r279050
"Hạ giá bán gấp nhà giá 2.25 tỷ đường Số 7 Cư Xá Đô Thành, P4, Q3. DT 3x9m có HĐ thuê 12tr/tháng",27.0,3.0,3.0,26/09/2023,TP Hồ Chí Minh,Quận 3,,,Bán Nhà riêng,2250.0,https://batdongsan.vn/ha-gia-ban-gap-nha-gia-225-ty-duong-so-7-cu-xa-do-thanh-p4-q3-dt-3x9m-co-hd-thue-12trthang-r279049
"NHÀ 3 TẦNG BTCT NGUYỄN QUÝ YÊM, 4X11.5, 3 PHÒNG NGỦ, HẺM 5M, NHỈNH 4 TỶ",46.0,,,26/09/2023,TP Hồ Chí Minh,Bình Tân,,,Bán Nhà riêng,4.6,https://batdongsan.vn/nha-3-tang-btct-nguyen-quy-yem-4x115-3-phong-ngu-hem-5m-nhinh-4-ty-r279048
"NHÀ HIẾM 4x10, HẺM Ô TÔ, KHÔNG QUY HOẠCH LỘ GIỚI, LÊ ĐÌNH CẨN BÌNH TÂN, NHỈNH 2 TỶ",,,,26/09/2023,TP Hồ Chí Minh,Bình Tân,,,Bán Nhà riêng,,https://batdongsan.vn/nha-hiem-4x10-hem-o-to-khong-quy-hoach-lo-gioi-le-dinh-can-binh-tan-nhinh-2-ty-r279046
"Chỉ 2.7 tỷ sở hữu nhà trung tâm thủ đức, Hiệp Bình Chánh, 68m2",68.0,3.0,2.0,27/09/2023,TP Hồ Chí Minh,Thủ Đức,,,Bán Nhà riêng,2700.0,https://batdongsan.vn/chi-27-ty-so-huu-nha-trung-tam-thu-duc-hiep-binh-chanh-68m2-r279042
CHỈ 4.8 TỶ - NHÀ ĐẸP – LÔ GÓC – Ô TÔ ĐỖ CỬA – GẦN ĐẠI SỨ QUÁN HÀN QUỐC,30.0,3.0,4.0,27/09/2023,Hà Nội,Tây Hồ,,,Bán Nhà riêng,4.8,https://batdongsan.vn/chi-48-ty-nha-dep-lo-goc-o-to-d-cua-gan-dai-su-quan-han-quoc-r279041
CHỈ 4.8 TỶ - NHÀ ĐẸP – LÔ GÓC – Ô TÔ ĐỖ CỬA – GẦN ĐẠI SỨ QUÁN HÀN QUỐC,30.0,3.0,4.0,27/09/2023,Hà Nội,Tây Hồ,,,Bán Nhà riêng,4.8,https://batdongsan.vn/chi-48-ty-nha-dep-lo-goc-o-to-d-cua-gan-dai-su-quan-han-quoc-r279040
Bán nhà Ô tô P. Yên Hòa Cầu Giấy Giá Đầu Tư . DT 59m - 3T - Mt 3.5m. Gần Phố,59.0,4.0,3.0,27/09/2023,Hà Nội,Cầu Giấy,,,Bán Nhà riêng,6.5,https://batdongsan.vn/ban-nha-o-to-p-yen-hoa-cau-giay-gia-dau-tu-dt-59m-3t-mt-35m-gan-pho-r279039
"Bán nhà mặt phố Trần Đại Nghĩa, 5 tầng thang máy, Kinh doanh đỉnh, 106m², Mt 4 m5, 40 tỷ",106.0,5.0,5.0,27/09/2023,Hà Nội,Hai Bà Trưng,Hướng nhà: Tây-Nam,Hướng ban công: Đông-Nam,Bán Nhà mặt phố,35.0,https://batdongsan.vn/ban-nha-mat-pho-tran-dai-nghia-5-tang-thang-may-kinh-doanh-dinh-106m-mt-4-m5-40-ty-r279038
Bán nhà mặt ngõ Ô tô Hoàng Quốc Việt Cầu Giấy .DT 37m - 4T Kinh Doanh Chỉ 5.85 tỷ.,37.0,,,27/09/2023,Hà Nội,Cầu Giấy,,,Bán Nhà riêng,5.85,https://batdongsan.vn/ban-nha-mat-ngo-o-to-hoang-quoc-viet-cau-giay-dt-37m-4t-kinh-doanh-chi-585-ty-r279037
"Bán nhà mặt phố Trần Đại Nghĩa 120m³, MT5m, 39 tỷ(thương lượng).",120.0,5.0,5.0,27/09/2023,Hà Nội,Hai Bà Trưng,Hướng nhà: Tây-Nam,Hướng ban công: Tây-Nam,Bán Nhà mặt phố,39.0,https://batdongsan.vn/ban-nha-mat-pho-tran-dai-nghia-120m-mt5m-39-tythuong-luong-r279036
"Bán nhà HXH thông đường HƯƠNG LỘ 2, DT: 4x16m, 3 lầu, giá: 6 tỷ TL Liên Hệ Ngay",64.0,,,27/09/2023,TP Hồ Chí Minh,Bình Tân,,,Bán Nhà riêng,6.0,https://batdongsan.vn/ban-nha-hxh-thong-duong-huong-lo-2-dt-4x16m-3-lau-gia-6-ty-tl-lien-he-ngay-r279032
"Bán nhà MTNB đường SỐ 1 MÃ LÒ, DT: 5x10m, lửng 1 lầu, giá: 4.25 tỷ TL Liên Hệ Ngay",50.0,,,27/09/2023,TP Hồ Chí Minh,Bình Tân,,,Bán Nhà riêng,4.25,https://batdongsan.vn/ban-nha-mtnb-duong-so-1-ma-lo-dt-5x10m-lung-1-lau-gia-425-ty-tl-lien-he-ngay-r279031
"Bán nhà HXH thông đường LÊ VĂN QUỚI, DT: 4x12m, 1 lầu, giá: 3.7 tỷ TL Liên Hệ Ngay",48.0,,,27/09/2023,TP Hồ Chí Minh,Bình Tân,,,Bán Nhà riêng,3.7,https://batdongsan.vn/ban-nha-hxh-thong-duong-le-van-quoi-dt-4x12m-1-lau-gia-37-ty-tl-lien-he-ngay-r279025
